,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
SOURCEBUS.1,8.707765874310335,8.707765876584464,8.707765876659302,8.707765876661758,8.70776587666184,8.707765876661842,8.707765876661842,8.707765876661842,8.707765876661842,8.707765876661842,8.707765876661842,8.707765876661842,8.707765876661842,8.707765876661842,8.707765876661842,8.707765876661842,8.707765876661842,8.707765876661842,8.707765876661842,8.707765876661842,8.707765876661842,8.707765876661842,8.707765876661842,8.707765876661842
SOURCEBUS.2,-17.415813370931268,-17.415813372760617,-17.41581337281554,-17.415813372817254,-17.415813372817308,-17.41581337281731,-17.41581337281731,-17.41581337281731,-17.41581337281731,-17.41581337281731,-17.41581337281731,-17.41581337281731,-17.41581337281731,-17.41581337281731,-17.41581337281731,-17.41581337281731,-17.41581337281731,-17.41581337281731,-17.41581337281731,-17.41581337281731,-17.41581337281731,-17.41581337281731,-17.41581337281731,-17.41581337281731
SOURCEBUS.3,8.708047500020502,8.708047499575716,8.708047499555818,8.708047499555073,8.70804749955505,8.708047499555049,8.708047499555049,8.708047499555049,8.708047499555049,8.708047499555049,8.708047499555049,8.708047499555049,8.708047499555049,8.708047499555049,8.708047499555049,8.708047499555049,8.708047499555049,8.708047499555049,8.708047499555049,8.708047499555049,8.708047499555049,8.708047499555049,8.708047499555049,8.708047499555049
800.1,-0.00010952052863475469,-0.00010951947329357215,-0.00010951943495286628,-0.00010951943363115166,-0.00010951943358737154,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383,-0.00010951943358529383
800.2,-5.442767738389368,-5.4427677399466585,-5.4427677399947845,-5.442767739996313,-5.442767739996362,-5.442767739996364,-5.442767739996364,-5.442767739996364,-5.442767739996364,-5.442767739996364,-5.442767739996364,-5.442767739996364,-5.442767739996364,-5.442767739996364,-5.442767739996364,-5.442767739996364,-5.442767739996364,-5.442767739996364,-5.442767739996364,-5.442767739996364,-5.442767739996364,-5.442767739996364,-5.442767739996364,-5.442767739996364
800.3,5.442873512870259,5.442873513289851,5.442873513300966,5.442873513301286,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297,5.442873513301297
802.1,-0.005707760217853242,-0.005707785602228766,-0.005707786077956819,-0.005707786087488551,-0.0057077860876994495,-0.005707786087702445,-0.005707786087703044,-0.005707786087703044,-0.005707786087703044,-0.005707786087703044,-0.005707786087703044,-0.005707786087703044,-0.005707786087703044,-0.005707786087703044,-0.005707786087703044,-0.005707786087703044,-0.005707786087703044,-0.005707786087703044,-0.005707786087703044,-0.005707786087703044,-0.005707786087703044,-0.005707786087703044,-0.005707786087703044,-0.005707786087703044
802.2,-5.431063787704317,-5.431063970522695,-5.431063975553777,-5.431063975702077,-5.431063975706657,-5.4310639757068015,-5.431063975706806,-5.431063975706806,-5.431063975706806,-5.431063975706806,-5.431063975706806,-5.431063975706806,-5.431063975706806,-5.431063975706806,-5.431063975706806,-5.431063975706806,-5.431063975706806,-5.431063975706806,-5.431063975706806,-5.431063975706806,-5.431063975706806,-5.431063975706806,-5.431063975706806,-5.431063975706806
802.3,5.437571033877017,5.437571140301981,5.437571144022977,5.437571144150603,5.4375711441549015,5.437571144155045,5.43757114415505,5.437571144155049,5.437571144155049,5.437571144155049,5.437571144155049,5.437571144155049,5.437571144155049,5.437571144155049,5.437571144155049,5.437571144155049,5.437571144155049,5.437571144155049,5.437571144155049,5.437571144155049,5.437571144155049,5.437571144155049,5.437571144155049,5.437571144155049
806.1,-0.009519543614109605,-0.009519586698132597,-0.009519587517835016,-0.009519587534622235,-0.00951958753500336,-0.009519587535011689,-0.009519587535011689,-0.009519587535011344,-0.009519587535011344,-0.009519587535010995,-0.009519587535010995,-0.009519587535010995,-0.009519587535010995,-0.009519587535010995,-0.009519587535010995,-0.009519587535010995,-0.009519587535010995,-0.009519587535010995,-0.009519587535010995,-0.009519587535010995,-0.009519587535010995,-0.009519587535010995,-0.009519587535010995,-0.009519587535010995
806.2,-5.423472254369322,-5.423472558629945,-5.423472566999727,-5.423472567246369,-5.4234725672539845,-5.423472567254228,-5.423472567254234,-5.423472567254234,-5.423472567254234,-5.423472567254234,-5.423472567254234,-5.423472567254234,-5.423472567254234,-5.423472567254234,-5.423472567254234,-5.423472567254234,-5.423472567254234,-5.423472567254234,-5.423472567254234,-5.423472567254234,-5.423472567254234,-5.423472567254234,-5.423472567254234,-5.423472567254234
806.3,5.434103645499694,5.434103823001537,5.434103829209851,5.434103829422828,5.4341038294300015,5.4341038294302395,5.4341038294302475,5.4341038294302475,5.4341038294302475,5.4341038294302475,5.4341038294302475,5.4341038294302475,5.4341038294302475,5.4341038294302475,5.4341038294302475,5.4341038294302475,5.4341038294302475,5.4341038294302475,5.4341038294302475,5.4341038294302475,5.4341038294302475,5.4341038294302475,5.4341038294302475,5.4341038294302475
808.1,-0.08083865802515658,-0.08083902989703459,-0.08083903710062951,-0.08083903725194215,-0.08083903725546478,-0.08083903725555491,-0.08083903725555747,-0.08083903725555683,-0.08083903725555683,-0.08083903725555619,-0.08083903725555619,-0.08083903725555619,-0.08083903725555619,-0.08083903725555619,-0.08083903725555619,-0.08083903725555619,-0.08083903725555619,-0.08083903725555619,-0.08083903725555619,-0.08083903725555619,-0.08083903725555619,-0.08083903725555619,-0.08083903725555619,-0.08083903725555619
808.2,-5.286822987074498,-5.286825550664392,-5.286825621153853,-5.286825623230416,-5.286825623294516,-5.286825623296554,-5.286825623296619,-5.286825623296621,-5.286825623296622,-5.286825623296621,-5.286825623296621,-5.286825623296621,-5.286825623296621,-5.286825623296621,-5.286825623296621,-5.286825623296621,-5.286825623296621,-5.286825623296621,-5.286825623296621,-5.286825623296621,-5.286825623296621,-5.286825623296621,-5.286825623296621,-5.286825623296621
808.3,5.370301641947833,5.370303143461288,5.370303195997835,5.370303197800378,5.3703031978611016,5.370303197863124,5.370303197863192,5.370303197863195,5.370303197863195,5.370303197863195,5.370303197863195,5.370303197863195,5.370303197863195,5.370303197863195,5.370303197863195,5.370303197863195,5.370303197863195,5.370303197863195,5.370303197863195,5.370303197863195,5.370303197863195,5.370303197863195,5.370303197863195,5.370303197863195
810.2,-5.286036075541172,-5.286038641058151,-5.286038711597103,-5.286038713675048,-5.286038713739189,-5.286038713741228,-5.286038713741294,-5.286038713741294,-5.286038713741296,-5.286038713741295,-5.286038713741295,-5.286038713741295,-5.286038713741295,-5.286038713741295,-5.286038713741295,-5.286038713741295,-5.286038713741295,-5.286038713741295,-5.286038713741295,-5.286038713741295,-5.286038713741295,-5.286038713741295,-5.286038713741295,-5.286038713741295
