,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
SOURCEBUS.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOURCEBUS.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOURCEBUS.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800.1,155.58144216062973,155.5888925047074,155.58915967450983,155.58916881141056,155.58916911000605,155.5891691268748,155.5891691268748,155.5891691268748,155.5891691268748,155.5891691268748,155.5891691268748,155.5891691268748,155.5891691268748,155.5891691268748,155.5891691268748,155.5891691268748,155.5891691268748,155.5891691268748,155.5891691268748,155.5891691268748,155.5891691268748,155.5891691268748,155.5891691268748,155.5891691268748
800.2,70.6786146671358,70.68468444445408,70.68488406247899,70.68489050962448,70.68489073361933,70.68489072388009,70.68489072388009,70.68489072388009,70.68489072388009,70.68489072388009,70.68489072388009,70.68489072388009,70.68489072388009,70.68489072388009,70.68489072388009,70.68489072388009,70.68489072388009,70.68489072388009,70.68489072388009,70.68489072388009,70.68489072388009,70.68489072388009,70.68489072388009,70.68489072388009
800.3,56.42114143714419,56.426611826489676,56.42678288706363,56.426788459752046,56.426788617643176,56.426788634511354,56.426788634511354,56.426788634511354,56.426788634511354,56.426788634511354,56.426788634511354,56.426788634511354,56.426788634511354,56.426788634511354,56.426788634511354,56.426788634511354,56.426788634511354,56.426788634511354,56.426788634511354,56.426788634511354,56.426788634511354,56.426788634511354,56.426788634511354,56.426788634511354
802.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
